ID,ORF_MA,ORF,GENE
4733,YOL014W,YOL014W,YOL014W
4734,YOR327C,YOR327C,SNC2
4735,YLR385C,YLR385C,SWC7
4736,YJL003W,YJL003W,COX16
4737,YPR200C,YPR200C,ARR2
4738,YJL190C,YJL190C,RPS22a
4739,YDL157C,YDL157C,YDL157C
4740,YIL100W,YIL100W,YIL100W
4741,YLR445W,YLR445W,GMC2
4742,YOL085C,YOL085C,YOL085C
4743,YJR063W,YJR063W,RPA12
4744,YCR082W,YCR082W,AHC2
4745,YGL088W,YGL088W,YGL088W
4746,YJL008C,YJL008C,CCT8
4748,YBR245C,YBR245C,ISW1
4749,YPL115C,YPL115C,BEM3
4750,YBL088C,YBL088C,TEL1
4751,YHR056C,YHR056C,RSC30
4752,YKL088W,YKL088W,CAB3
4753,YGR229C,YGR229C,SMI1
4754,YKL124W,YKL124W,SSH4
4755,YCR061W,YCR061W,YCR061W
4756,YOR217W,YOR217W,RFC1
4757,YML047C,YML047C,PRM6
4758,YNL236W,YNL236W,SIN4
4759,YJL129C,YJL129C,TRK1
4760,YKR048C,YKR048C,NAP1
4761,YPL242C,YPL242C,IQG1
4762,YDL017W,YDL017W,CDC7
4763,YBR063C,YBR063C,YBR063C
4764,YML102W,YML102W,CAC2
4765,YMR153W,YMR153W,NUP53
4766,YMR280C,YMR280C,CAT8
4767,YKL029C,YKL029C,MAE1
4768,YDR402C,YDR402C,DIT2
4769,YNL270C,YNL270C,ALP1
4770,YHR219W,YHR219W,YHR219W
4771,YDL245C,YDL245C,HXT15
4772,YLR157C,YLR157C,ASP3-2
4773,YMR046C,YMR046C,YMR046C
4774,YJR161C,YJR161C,COS5
4775,YOR388C,YOR388C,FDH1
4776,YLR467W,YLR467W,YRF1-5
4777,YBR302C,YBR302C,COS2
4778,YLR160C,YLR160C,ASP3-4
4779,YGR287C,YGR287C,IMA1
4780,YCR102C,YCR102C,YCR102C
4781,YMR173W-A,YMR173W-A,YMR173W-A
4782,YDR343C,YDR343C,HXT6
4783,YJR009C,YJR009C,TDH2
4784,YIL172C,YIL172C,IMA3
4785,YDL182W,YDL182W,LYS20
4786,YOL157C,YOL157C,IMA2
4787,YOR389W,YOR389W,YOR389W
4788,YOR133W,YOR133W,EFT1
4789,YDR342C,YDR342C,HXT7
4790,YKR106W,YKR106W,GEX2
4791,YPL279C,YPL279C,FEX2
4792,YHR218W,YHR218W,YHR218W
4793,YBR092C,YBR092C,PHO3
4794,YPL182C,YPL182C,YPL182C
4795,YOL037C,YOL037C,YOL037C
4796,YOR364W,YOR364W,YOR364W
4797,YJR087W,YJR087W,YJR087W
4798,YPL035C,YPL035C,YPL035C
4799,YEL049W,YEL049W,PAU2
4800,YCR103C,Unknown,Unknown
4801,YLR461W,YLR461W,PAU4
4802,YKL177W,YKL177W,YKL177W
4803,YLR156W,YLR156W,YLR156W
4804,YIL059C,YIL059C,YIL059C
4805,YIL176C,YIL176C,PAU14
4806,YLR235C,YLR235C,YLR235C
4807,YNL114C,YNL114C,YNL114C
4808,YDL191W,YDL191W,RPL35a
4809,YLR161W,YLR161W,YLR161W
4810,YMR052C-A,YMR052C-A,YMR052C-A
4811,YJR162C,YJR162C,YJR162C
4812,YJR022W,YJR022W,LSM8
4813,YCR096C,YCR096C,HMRA2
4814,YJL067W,YJL067W,YJL067W
4815,YPR038W,YPR038W,YPR038W
4816,YNL162W,YNL162W,RPL42a
4817,YNR076W,YNR076W,PAU6
4851,YER129W,YER129W,SAK1
4852,YOR326W,YOR326W,MYO2
4853,YLR086W,YLR086W,SMC4
4854,YAL026C,YAL026C,DRS2
4855,YJR151C,YJR151C,DAN4
4856,YCL019W,YCL019W,YCL019W
4857,YOR153W,YOR153W,PDR5
4858,YOR109W,YOR109W,INP53
4859,YML059C,YML059C,NTE1
4860,YPR026W,YPR026W,ATH1
4861,YKL020C,YKL020C,SPT23
4862,YLR096W,YLR096W,KIN2
4863,YFL036W,YFL036W,RPO41
4865,YKR082W,YKR082W,NUP133
4866,YHR186C,YHR186C,KOG1
4867,YLR419W,YLR419W,YLR419W
4868,YMR308C,YMR308C,PSE1
4869,YGR097W,YGR097W,ASK10
4870,YLL040C,YLL040C,VPS13
4871,YKL101W,YKL101W,HSL1
4872,YLR454W,YLR454W,FMP27
4873,YDR334W,YDR334W,SWR1
4874,YML091C,YML091C,RPM2
4875,YPR036W,YPR036W,VMA13
4876,YLR143W,YLR143W,DPH6
4877,YKL050C,YKL050C,YKL050C
4879,YKL133C,YKL133C,YKL133C
4880,YAR007C,YAR007C,RFA1
4881,YBR227C,YBR227C,MCX1
4882,YMR307W,YMR307W,GAS1
4883,YDR019C,YDR019C,GCV1
4884,YLL043W,YLL043W,FPS1
4885,YMR024W,YMR024W,MRPL3
4886,YLR337C,YLR337C,VRP1
4887,YHR113W,YHR113W,APE4
4888,YBR114W,YBR114W,RAD16
4889,YBR293W,YBR293W,VBA2
4890,YML048W,YML048W,GSF2
4891,YOR308C,YOR308C,SNU66
4892,YOR149C,YOR149C,SMP3
4893,YBR095C,YBR095C,RXT2
4894,YCR068W,YCR068W,ATG15
4895,YDR218C,YDR218C,SPR28
4896,YJL002C,YJL002C,OST1
4897,YAL043C,YAL043C,PTA1
4898,YGR124W,YGR124W,ASN2
4899,YCL014W,YCL014W,BUD3
4900,YDR499W,YDR499W,LCD1
4901,YPL140C,YPL140C,MKK2
4902,YGR083C,YGR083C,GCD2
4903,YBR138C,YBR138C,YBR138C
4904,YLR377C,YLR377C,FBP1
4905,YDR175C,YDR175C,RSM24
4907,YCL004W,YCL004W,PGS1
4908,YLR442C,YLR442C,SIR3
4909,YDL188C,YDL188C,PPH22
4910,YPL100W,YPL100W,ATG21
4911,YJL172W,YJL172W,CPS1
4912,YER075C,YER075C,PTP3
4913,YHR096C,YHR096C,HXT5
4914,YMR221C,YMR221C,FMP42
4915,YKL213C,YKL213C,DOA1
4916,YPR086W,YPR086W,SUA7
4917,YML069W,YML069W,POB3
4918,YHL012W,YHL012W,YHL012W
4919,YJL204C,YJL204C,RCY1
4920,YCL054W,YCL054W,SPB1
4921,YMR034C,YMR034C,RCH1
4922,YDL141W,YDL141W,BPL1
4923,YBR286W,YBR286W,APE3
4924,YDL080C,YDL080C,THI3
4925,YDL185W,YDL185W,VMA1
4926,YKL090W,YKL090W,CUE2
4927,YJL127C,YJL127C,SPT10
4928,YJL183W,YJL183W,MNN11
4929,YGR071C,YGR071C,ENV11
4930,YGL035C,YGL035C,MIG1
4931,YDR277C,YDR277C,MTH1
4932,YMR001C,YMR001C,CDC5
4933,YLR103C,YLR103C,CDC45
4934,YJR053W,YJR053W,BFA1
4935,YJL082W,YJL082W,IML2
4936,YHR169W,YHR169W,DBP8
4937,YDR392W,YDR392W,SPT3
4938,YNL274C,YNL274C,GOR1
4939,YLR418C,YLR418C,CDC73
4940,YBL015W,YBL015W,ACH1
4941,YKL194C,YKL194C,MST1
4942,YJL099W,YJL099W,CHS6
4944,YPR173C,YPR173C,VPS4
4945,YOL095C,YOL095C,HMI1
4946,YBL042C,YBL042C,FUI1
4947,YMR265C,YMR265C,YMR265C
4948,YJR129C,YJR129C,EFM3
4949,YGL113W,YGL113W,SLD3
4950,YGR216C,YGR216C,GPI1
4951,YPR042C,YPR042C,PUF2
4952,YOR195W,YOR195W,SLK19
4953,YOL025W,YOL025W,LAG2
4954,YLR355C,YLR355C,ILV5
4955,YGL241W,YGL241W,KAP114
4956,YHR001W,YHR001W,OSH7
4957,YBL011W,YBL011W,SCT1
4958,YPL105C,YPL105C,SYH1
4959,YPL023C,YPL023C,MET12
4960,YMR237W,YMR237W,BCH1
4961,YJL070C,YJL070C,YJL070C
4962,YIL019W,YIL019W,FAF1
4963,YCR028C,YCR028C,FEN2
4964,YBR033W,YBR033W,EDS1
4965,YDR125C,YDR125C,ECM18
4966,YNL083W,YNL083W,SAL1
4967,YKL191W,YKL191W,DPH2
4968,YKR036C,YKR036C,CAF4
4969,YDL168W,YDL168W,SFA1
4970,YBR061C,YBR061C,TRM7
4971,YHR074W,YHR074W,QNS1
4972,YGL130W,YGL130W,CEG1
4973,YDR422C,YDR422C,SIP1
4974,YNL097C,YNL097C,PHO23
4975,YER113C,YER113C,TMN3
4976,YOL105C,YOL105C,WSC3
4977,YKL114C,YKL114C,APN1
4978,YIL156W,YIL156W,UBP7
4979,YFL047W,YFL047W,RGD2
4980,YNL253W,YNL253W,TEX1
4981,YGL144C,YGL144C,ROG1
4982,YOR154W,YOR154W,SLP1
4983,YMR053C,YMR053C,STB2
4984,YJL149W,YJL149W,DAS1
4985,YGL236C,YGL236C,MTO1
4986,YPL123C,YPL123C,RNY1
4987,YGL202W,YGL202W,ARO8
4988,YPR070W,YPR070W,MED1
4989,YOR209C,YOR209C,NPT1
4990,YKR075C,YKR075C,YKR075C
4991,YHL029C,YHL029C,OCA5
4992,YPR178W,YPR178W,PRP4
4994,YCR095C,YCR095C,OCA4
4995,YHR196W,YHR196W,UTP9
4996,YBR233W,YBR233W,PBP2
4997,YMR209C,YMR209C,YMR209C
4998,YDR208W,YDR208W,MSS4
4999,YMR032W,YMR032W,HOF1
5001,YIL123W,YIL123W,SIM1
5002,YDL015C,YDL015C,TSC13
5003,YMR287C,YMR287C,DSS1
5004,YER078C,YER078C,ICP55
5005,YMR111C,YMR111C,YMR111C
5006,YGR003W,YGR003W,CUL3
5008,YDL073W,YDL073W,AHK1
5009,YOR346W,YOR346W,REV1
5010,YER140W,YER140W,EMP65
5011,YNL016W,YNL016W,PUB1
5012,YGR031W,YGR031W,IMO32
5013,YLR003C,YLR003C,CMS1
5014,YDR379W,YDR379W,RGA2
5015,YPR176C,YPR176C,BET2
5016,YGL125W,YGL125W,MET13
5017,YOL017W,YOL017W,ESC8
5018,YGR093W,YGR093W,DRN1
5019,YGL215W,YGL215W,CLG1
5020,YMR108W,YMR108W,ILV2
5021,YDL033C,YDL033C,SLM3
5022,YMR235C,YMR235C,RNA1
5023,YER038C,YER038C,KRE29
5024,YNL020C,YNL020C,ARK1
5025,YGR004W,YGR004W,PEX31
5026,YNL074C,YNL074C,MLF3
5027,YGR068C,YGR068C,ART5
5028,YOL104C,YOL104C,NDJ1
5029,YER077C,YER077C,MRX1
5030,YNR011C,YNR011C,PRP2
5031,YHL036W,YHL036W,MUP3
5032,YNL313C,YNL313C,EMW1
5033,YHL004W,YHL004W,MRP4
5034,YOR334W,YOR334W,MRS2
5035,YIL022W,YIL022W,TIM44
5036,YOL115W,YOL115W,PAP2
5037,YHR201C,YHR201C,PPX1
5038,YOR156C,YOR156C,NFI1
5039,YHR111W,YHR111W,UBA4
5040,YPL119C,YPL119C,DBP1
5041,YJL206C,YJL206C,YJL206C
5042,YPR054W,YPR054W,SMK1
5043,YAL028W,YAL028W,FRT2
5044,YFR006W,YFR006W,YFR006W
5045,YMR224C,YMR224C,MRE11
5046,YDL025C,YDL025C,RTK1
5047,YLR427W,YLR427W,MAG2
5048,YDR369C,YDR369C,XRS2
5049,YBR132C,YBR132C,AGP2
5050,YHR124W,YHR124W,NDT80
5051,YNL216W,YNL216W,RAP1
5052,YDR251W,YDR251W,PAM1
5053,YMR183C,YMR183C,SSO2
5054,YGR108W,YGR108W,CLB1
5055,YBR163W,YBR163W,EXO5
5056,YJL083W,YJL083W,TAX4
5057,YOR245C,YOR245C,DGA1
5058,YDR490C,YDR490C,PKH1
5059,YOR066W,YOR066W,MSA1
5060,YGR258C,YGR258C,RAD2
5061,YBR177C,YBR177C,EHT1
5062,YKR009C,YKR009C,FOX2
5063,YOR303W,YOR303W,CPA1
5064,YFL025C,YFL025C,BST1
5065,YPR019W,YPR019W,MCM4
5066,YJR119C,YJR119C,JHD2
5067,YOR208W,YOR208W,PTP2
5068,YBR176W,YBR176W,ECM31
5069,YDL222C,YDL222C,FMP45
5070,YGR277C,YGR277C,CAB4
5071,YER133W,YER133W,GLC7
5073,YOR261C,YOR261C,RPN8
5074,YLR426W,YLR426W,TDA5
5075,YCR069W,YCR069W,CPR4
5076,YJR095W,YJR095W,SFC1
5077,YOR288C,YOR288C,MPD1
5078,YHR142W,YHR142W,CHS7
5079,YPL007C,YPL007C,TFC8
5080,YGR062C,YGR062C,COX18
5081,YOR130C,YOR130C,ORT1
5082,YBR165W,YBR165W,UBS1
5083,YNL002C,YNL002C,RLP7
5084,YJL185C,YJL185C,ATG36
5085,YPL157W,YPL157W,TGS1
5086,YCL050C,YCL050C,APA1
5087,YEL029C,YEL029C,BUD16
5089,YLR271W,YLR271W,CMG1
5090,YDL236W,YDL236W,PHO13
5091,YOL032W,YOL032W,OPI10
5092,YGL224C,YGL224C,SDT1
5093,YLR052W,YLR052W,IES3
5094,YKL099C,YKL099C,UTP11
5095,YHR134W,YHR134W,WSS1
5096,YDR476C,YDR476C,YDR476C
5097,YCL010C,YCL010C,SGF29
5098,YKR043C,YKR043C,SHB17
5099,YBL041W,YBL041W,PRE7
5100,YCL005W,YCL005W,LDB16
5101,YNR057C,YNR057C,BIO4
5102,YOL146W,YOL146W,PSF3
5103,YEL019C,YEL019C,MMS21
5104,YDR179W-A,YDR179W-A,NVJ3
5105,YKL023W,YKL023W,YKL023W
5106,YER026C,YER026C,CHO1
5107,YHR049W,YHR049W,FSH1
5108,YPL241C,YPL241C,CIN2
5109,YGR026W,YGR026W,YGR026W
5110,YBL064C,YBL064C,PRX1
5111,YGR024C,YGR024C,THG1
5112,YNL210W,YNL210W,MER1
5113,YCR059C,YCR059C,YIH1
5114,YIL064W,YIL064W,EFM4
5115,YPL178W,YPL178W,CBC2
5116,YNL190W,YNL190W,YNL190W
5117,YLR363C,YLR363C,NMD4
5118,YDR253C,YDR253C,MET32
5119,YDR367W,YDR367W,KEI1
5120,YLR199C,YLR199C,PBA1
5121,YHR181W,YHR181W,SVP26
5122,YDL213C,YDL213C,NOP6
5123,YHR041C,YHR041C,SRB2
5124,YPL257W,YPL257W,YPL257W
5125,YJL038C,YJL038C,LOH1
5126,YMR184W,YMR184W,ADD37
5127,YOR283W,YOR283W,YOR283W
5128,YGL045W,YGL045W,RIM8
5129,YJL158C,YJL158C,CIS3
5130,YER183C,YER183C,FAU1
5131,YGL147C,YGL147C,RPL9a
5132,YJL030W,YJL030W,MAD2
5133,YBR066C,YBR066C,NRG2
5134,YNL110C,YNL110C,NOP15
5135,YML106W,YML106W,URA5
5137,YDR041W,YDR041W,RSM10
5138,YKL001C,YKL001C,MET14
5139,YKL069W,YKL069W,YKL069W
5140,YGL230C,YGL230C,YGL230C
5141,YIL016W,YIL016W,SNL1
5142,YLR068W,YLR068W,FYV7
5143,YMR022W,YMR022W,UBC7
5144,YDR260C,YDR260C,SWM1
5145,YDR201W,YDR201W,SPC19
5146,YDL008W,YDL008W,APC11
5147,YGR085C,YGR085C,RPL11b
5148,YOR044W,YOR044W,IRC23
5149,YNL052W,YNL052W,COX5a
5150,YPR168W,YPR168W,NUT2
5151,YJR025C,YJR025C,BNA1
5152,YPR073C,YPR073C,LTP1
5153,YPR101W,YPR101W,SNT309
5154,YMR260C,YMR260C,TIF11
5155,YBR135W,YBR135W,CKS1
5156,YKR020W,YKR020W,VPS51
5157,YMR009W,YMR009W,ADI1
5158,YCR006C,YCR006C,YCR006C
5159,YIL057C,YIL057C,RGI2
5160,YPR188C,YPR188C,MLC2
5161,YPL200W,YPL200W,CSM4
5162,YER030W,YER030W,CHZ1
5163,YKL084W,YKL084W,HOT13
5164,YFR036W,YFR036W,CDC26
5165,YPL013C,YPL013C,MRPS16
5166,YNL303W,YNL303W,YNL303W
5167,YAL046C,YAL046C,BOL3
5168,YOR235W,YOR235W,YOR235W
5169,YCR071C,YCR071C,IMG2
5170,YIL165C,YIL165C,YIL165C
5171,YJR086W,YJR086W,STE18
5172,YCR022C,YCR022C,YCR022C
5173,YJR085C,YJR085C,YJR085C
5174,YGR182C,YGR182C,YGR182C
5175,YIR009W,YIR009W,MSL1
5176,YLR012C,YLR012C,YLR012C
5177,YDR493W,YDR493W,MZM1
5179,YMR230W,YMR230W,RPS10b
5181,YCL035C,YCL035C,GRX1
5182,YPR166C,YPR166C,MRP2
5183,YJR034W,YJR034W,PET191
5184,YMR107W,YMR107W,SPG4
5185,YOR015W,YOR015W,YOR015W
5186,YHR130C,YHR130C,YHR130C
5187,YPL186C,YPL186C,UIP4
5188,YNL099C,YNL099C,OCA1
5189,YJL203W,YJL203W,PRP21
5190,YLR457C,YLR457C,NBP1
5191,YJL210W,YJL210W,PEX2
5192,YDL173W,YDL173W,PAR32
5193,YKL198C,YKL198C,PTK1
5194,YBR175W,YBR175W,SWD3
5195,YBR267W,YBR267W,REI1
5196,YGR010W,YGR010W,NMA2
5197,YOR104W,YOR104W,PIN2
5198,YGR136W,YGR136W,LSB1
5199,YKL082C,YKL082C,RRP14
5200,YOR239W,YOR239W,ABP140
5201,YNR041C,YNR041C,COQ2
5202,YKL112W,YKL112W,ABF1
5203,YNL265C,YNL265C,IST1
5204,YJR113C,YJR113C,RSM7
5205,YDL150W,YDL150W,RPC53
5206,YLR332W,YLR332W,MID2
5207,YPR088C,YPR088C,SRP54
5208,YGR220C,YGR220C,MRPL9
5209,YOR083W,YOR083W,WHI5
5210,YMR135W-A,YMR135W-A,YMR135W-A
5211,YOR390W,YOR390W,FEX1
5212,YMR169C,YMR169C,ALD3
5213,YNL139C,YNL139C,THO2
5214,YGR214W,YGR214W,RPS0a
5215,YPL090C,YPL090C,RPS6a
5216,YGL258W,YGL258W,VEL1
5217,YJR160C,YJR160C,MPH3
5218,YNR072W,YNR072W,HXT17
5219,YHR203C,YHR203C,RPS4b
5220,YFL035C,YFL034C-B,YFL035C
5221,YBR181C,YBR181C,RPS6b
5222,YER102W,YER102W,RPS8b
5224,YJR159W,YJR159W,SOR1
5225,YHL049C,YHL049C,YHL049C
5226,YEL076C,YEL076C,YEL076C
5227,YOR391C,YOR391C,HSP33
5228,YNL335W,YNL335W,DDI3
5229,YJR026W,YJR026W,YJR026W
5230,YLL067C,YLL067C,YLL067C
5231,YLR338W,YLR338W,YLR338W
5232,YGL051W,YGL051W,MST27
5233,YLR029C,YLR029C,RPL15a
5234,YCR013C,YCR013C,YCR013C
5235,YDL016C,YDL016C,YDL016C
5236,YGR022C,YGR022C,YGR022C
5237,YOR379C,YOR379C,YOR379C
5238,YLR333C,YLR333C,RPS25b
5239,YOR293W,YOR293W,RPS10a
5240,YLR101C,YLR101C,YLR101C
5241,YLR415C,YLR415C,YLR415C
5242,YOR277C,YOR277C,YOR277C
5244,YOR248W,YOR248W,YOR248W
5245,YMR158W-A,Unknown,Unknown
5246,YCR050C,YCR050C,YCR050C
5247,YMR244C-A,YMR244C-A,COA6
5249,YPR203W,YPR203W,YPR203W
5250,YJL188C,YJL188C,BUD19
5251,YJL022W,YJL022W,YJL022W
5252,YDL032W,YDL032W,YDL032W
5253,YOL106W,YOL106W,YOL106W
5254,YMR316C-A,YMR316C-A,YMR316C-A
5255,YGL132W,YGL132W,YGL132W
5256,YOR225W,YOR225W,YOR225W
5258,YMR194W,YMR194W,RPL36a
5292,YMR076C,YMR076C,PDS5
5294,YGR281W,YGR281W,YOR1
5295,YBL005W-B,YBL005W-B,YBL005W-B
5296,YOR336W,YOR336W,KRE5
5297,YOL145C,YOL145C,CTR9
5298,YDL145C,YDL145C,COP1
5300,YDL171C,YDL171C,GLT1
5301,YMR045C,YMR045C,YMR045C
5302,YMR176W,YMR176W,ECM5
5303,YOR291W,YOR291W,YPK9
5304,YBR136W,YBR136W,MEC1
5305,YHR023W,YHR023W,MYO1
5306,YPL058C,YPL058C,PDR12
5307,YKR096W,YKR096W,ESL2
5308,YLR189C,YLR189C,ATG26
5309,YEL077C,YEL077C,YEL077C
5310,YHR155W,YHR155W,LAM1
5311,YMR162C,YMR162C,DNF3
5312,YDR039C,YDR039C,ENA2
5313,YMR304W,YMR304W,UBP15
5314,YLR305C,YLR305C,STT4
5315,YGR070W,YGR070W,ROM1
5316,YHR020W,YHR020W,YHR020W
5317,YNL053W,YNL053W,MSG5
5318,YJR001W,YJR001W,AVT1
5319,YJR147W,YJR147W,HMS2
5320,YIL047C,YIL047C,SYG1
5321,YMR177W,YMR177W,MMT1
5322,YLL034C,YLL034C,RIX7
5323,YPR145W,YPR145W,ASN1
5325,YLR381W,YLR381W,CTF3
5326,YKL027W,YKL027W,TCD2
5327,YOL002C,YOL002C,IZH2
5328,YNL264C,YNL264C,PDR17
5329,YBR272C,YBR272C,HSM3
5330,YBR287W,YBR287W,YBR287W
5331,YPL057C,YPL057C,SUR1
5332,YLR131C,YLR131C,ACE2
5333,YOR049C,YOR049C,RSB1
5334,YPL146C,YPL146C,NOP53
5335,YLL011W,YLL011W,SOF1
5336,YDL211C,YDL211C,YDL211C
5338,YNL243W,YNL243W,SLA2
5339,YDL233W,YDL233W,MFG1
5340,YDR037W,YDR037W,KRS1
5341,YER061C,YER061C,CEM1
5342,YNL065W,YNL065W,AQR1
5343,YPR085C,YPR085C,ASA1
5344,YBR255W,YBR255W,MTC4
5345,YBR221C,YBR221C,PDB1
5346,YEL062W,YEL062W,NPR2
5347,YGR289C,YGR289C,MAL11
5348,YCL017C,YCL017C,NFS1
5349,YBR131W,YBR131W,CCZ1
5350,YDR266C,YDR266C,HEL2
5351,YDL030W,YDL030W,PRP9
5352,YGR056W,YGR056W,RSC1
5353,YLR176C,YLR176C,RFX1
5354,YDR257C,YDR257C,RKM4
5355,YDL055C,YDL055C,PSA1
5356,YHR108W,YHR108W,GGA2
5357,YGR112W,YGR112W,SHY1
5358,YJL212C,YJL212C,OPT1
5359,YMR088C,YMR088C,VBA1
5360,YGR144W,YGR144W,THI4
5361,YDL164C,YDL164C,CDC9
5362,YKL184W,YKL184W,SPE1
5363,YHR035W,YHR035W,NEL1
5364,YBR085W,YBR085W,AAC3
5365,YNL221C,YNL221C,POP1
5366,YMR268C,YMR268C,PRP24
5367,YHL047C,YHL047C,ARN2
5368,YGR012W,YGR012W,MCY1
5369,YDL133W,YDL133W,SRF1
5370,YDR398W,YDR398W,UTP5
5371,YPL260W,YPL260W,CUB1
5372,YMR299C,YMR299C,DYN3
5373,YKR039W,YKR039W,GAP1
5374,YIL017C,YIL017C,VID28
5375,YFL013C,YFL013C,IES1
5376,YIL153W,YIL153W,RRD1
5377,YDR089W,YDR089W,VTC5
5378,YOR165W,YOR165W,SEY1
5379,YML126C,YML126C,ERG13
5381,YGR099W,YGR099W,TEL2
5382,YJL186W,YJL186W,MNN5
5383,YER015W,YER015W,FAA2
5384,YOR380W,YOR380W,RDR1
5385,YMR155W,YMR155W,YMR155W
5386,YLR300W,YLR300W,EXG1
5387,YGR223C,YGR223C,HSV2
5388,YCL030C,YCL030C,HIS4
5389,YMR163C,YMR163C,INP2
5390,YER145C,YER145C,FTR1
5391,YNL027W,YNL027W,CRZ1
5392,YJR076C,YJR076C,CDC11
5394,YDR212W,YDR212W,TCP1
5395,YNL095C,YNL095C,YNL095C
5396,YGR101W,YGR101W,PCP1
5397,YNL298W,YNL298W,CLA4
5398,YLR007W,YLR007W,NSE1
5399,YPR079W,YPR079W,MRL1
5400,YGL090W,YGL090W,LIF1
5401,YOR244W,YOR244W,ESA1
5402,YGR204W,YGR204W,ADE3
5403,YOL054W,YOL054W,PSH1
5405,YPR190C,YPR190C,RPC82
5406,YGR019W,YGR019W,UGA1
5407,YPR179C,YPR179C,HDA3
5408,YHL027W,YHL027W,RIM101
5409,YPL133C,YPL133C,RDS2
5410,YML052W,YML052W,SUR7
5411,YBL037W,YBL037W,APL3
5412,YDR282C,YDR282C,MRX10
5413,YMR044W,YMR044W,IOC4
5414,YHR065C,YHR065C,RRP3
5415,YEL047C,YEL047C,FRD1
5416,YOR113W,YOR113W,AZF1
5417,YIL160C,YIL160C,POT1
5418,YER073W,YER073W,ALD5
5419,YMR272C,YMR272C,SCS7
5420,YJL132W,YJL132W,YJL132W
5421,YER107C,YER107C,GLE2
5422,YPL138C,YPL138C,SPP1
5423,YJL094C,YJL094C,KHA1
5424,YGR058W,YGR058W,PEF1
5425,YOL052C,YOL052C,SPE2
5426,YML118W,YML118W,NGL3
5428,YPR201W,YPR201W,ARR3
5429,YKL195W,YKL195W,MIA40
5431,YOR108W,YOR108W,LEU9
5432,YMR089C,YMR089C,YTA12
5433,YHR063C,YHR063C,PAN5
5434,YBR289W,YBR289W,SNF5
5435,YML021C,YML021C,UNG1
5436,YHR025W,YHR025W,THR1
5437,YPR128C,YPR128C,ANT1
5438,YIL108W,YIL108W,YIL108W
5439,YPL210C,YPL210C,SRP72
5440,YJR065C,YJR065C,ARP3
5441,YPL008W,YPL008W,CHL1
5442,YJL102W,YJL102W,MEF2
5443,YBR214W,YBR214W,SDS24
5444,YJR122W,YJR122W,IBA57
5445,YDR047W,YDR047W,HEM12
5446,YKL028W,YKL028W,TFA1
5448,YKL100C,YKL100C,YPF1
5449,YDL193W,YDL193W,NUS1
5450,YLL061W,YLL061W,MMP1
5452,YLR055C,YLR055C,SPT8
5453,YBL097W,YBL097W,BRN1
5454,YKR022C,YKR022C,NTR2
5455,YDR322W,YDR322W,MRPL35
5456,YLR431C,YLR431C,ATG23
5457,YDR197W,YDR197W,CBS2
5458,YMR257C,YMR257C,PET111
5459,YBR043C,YBR043C,QDR3
5460,YAL042W,YAL042W,ERV46
5461,YJL085W,YJL085W,EXO70
5462,YOR321W,YOR321W,PMT3
5463,YLR108C,YLR108C,YLR108C
5464,YDL107W,YDL107W,MSS2
5465,YKL173W,YKL173W,SNU114
5466,YDL090C,YDL090C,RAM1
5468,YPL249C,YPL249C,GYP5
5469,YNL101W,YNL101W,AVT4
5470,YDR240C,YDR240C,SNU56
5471,YLR054C,YLR054C,OSW2
5472,YDR158W,YDR158W,HOM2
5473,YLR117C,YLR117C,CLF1
5474,YBR211C,YBR211C,AME1
5475,YPL063W,YPL063W,TIM50
5476,YFR009W,YFR009W,GCN20
5477,YML085C,YML085C,TUB1
5478,YFR046C,YFR046C,CNN1
5479,YMR041C,YMR041C,ARA2
5480,YCR094W,YCR094W,CDC50
5483,YNL176C,YNL176C,TDA7
5484,YKL189W,YKL189W,HYM1
5485,YBR239C,YBR239C,ERT1
5486,YHR171W,YHR171W,ATG7
5487,YNL004W,YNL004W,HRB1
5488,YDR176W,YDR176W,NGG1
5489,YNL021W,YNL021W,HDA1
5490,YLR153C,YLR153C,ACS2
5491,YCL063W,YCL063W,VAC17
5492,YIR010W,YIR010W,DSN1
5493,YNL290W,YNL290W,RFC3
5495,YNL047C,YNL047C,SLM2
5496,YMR037C,YMR037C,MSN2
5497,YDL175C,YDL175C,AIR2
5498,YJR049C,YJR049C,UTR1
5499,YOR008C,YOR008C,SLG1
5500,YFL029C,YFL029C,CAK1
5501,YNL258C,YNL258C,DSL1
5502,YNR030W,YNR030W,ALG12
5503,YDR186C,YDR186C,SND1
5504,YLL035W,YLL035W,GRC3
5505,YOR099W,YOR099W,KTR1
5507,YNR047W,YNR047W,FPK1
5508,YGR127W,YGR127W,YGR127W
5509,YKL094W,YKL094W,YJU3
5511,YNR007C,YNR007C,ATG3
5512,YOR125C,YOR125C,CAT5
5513,YGL254W,YGL254W,FZF1
5514,YIL044C,YIL044C,AGE2
5515,YMR267W,YMR267W,PPA2
5516,YBR251W,YBR251W,MRPS5
5517,YER083C,YER083C,GET2
5518,YDR472W,YDR472W,TRS31
5519,YGL162W,YGL162W,SUT1
5520,YIL117C,YIL117C,PRM5
5521,YOL093W,YOL093W,TRM10
5522,YLR208W,YLR208W,SEC13
5523,YJL079C,YJL079C,PRY1
5524,YPL173W,YPL173W,MRPL40
5525,YDR287W,YDR287W,INM2
5526,YJR077C,YJR077C,MIR1
5527,YBR040W,YBR040W,FIG1
5528,YBR037C,YBR037C,SCO1
